Treatment,Level,Replicate,Time,Frame,Side,Bees,Surface cm2,Beespercm2,Brood,Surface cm2,Broodpercm2,,#of Bees,,
Dlow,Low,1,1,5,B,0,0,0,0,0,0,,0,,
Dlow,Low,1,1,6,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,6,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,1,1,7,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,7,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,8,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,8,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,1,1,9,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,9,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,10,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,1,1,10,B,0,0,0,0,0,0,,0,,
Dlow,Low,1,1,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,1,1,1,B,0,0,0,0,0,0,,0,,
Dlow,Low,1,1,2,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,1,1,2,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,3,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,1,1,3,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,4,A,0.1,56.5,78.535,0.3,169.5,627.15,,78.535,,
Dlow,Low,1,1,4,B,0.2,113,157.07,0.25,141.25,522.625,,157.07,,
Dlow,Low,1,1,5,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,5,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,1,1,6,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,1,1,6,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,1,1,7,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,7,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,1,1,8,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,8,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,9,A,0.25,141.25,196.3375,0,0,0,,196.3375,,
Dlow,Low,1,1,9,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,10,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,10,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,1,1,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,1,1,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dlow,Low,1,1,2,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,1,1,2,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,1,1,3,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,1,1,3,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,1,1,4,A,0.1,56.5,78.535,0.3,169.5,627.15,,78.535,,
Dlow,Low,1,1,4,B,0.1,56.5,78.535,0.2,113,418.1,,78.535,,
Dlow,Low,1,1,5,A,0.1,56.5,78.535,0.4,226,836.2,,78.535,,
Dlow,Low,1,1,5,B,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Dlow,Low,1,1,6,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dlow,Low,1,1,6,B,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dlow,Low,1,1,7,A,0.1,56.5,78.535,0.15,84.75,313.575,,78.535,,
Dlow,Low,1,1,7,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dlow,Low,1,1,8,A,0.2,113,157.07,0.15,84.75,313.575,,157.07,,
Dlow,Low,1,1,8,B,0.1,56.5,78.535,0.2,113,418.1,,78.535,,
Dlow,Low,1,1,9,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dlow,Low,1,1,9,B,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dlow,Low,1,1,10,A,0.4,226,314.14,0,0,0,,314.14,,
Dlow,Low,1,1,10,B,0.2,113,157.07,0,0,0,,157.07,total:,7539.36
Dlow,Low,2,1,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dlow,Low,2,1,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dlow,Low,2,1,2,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dlow,Low,2,1,3,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,3,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,4,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,4,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,5,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dlow,Low,2,1,5,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dlow,Low,2,1,6,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dlow,Low,2,1,6,B,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Dlow,Low,2,1,7,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Dlow,Low,2,1,7,B,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Dlow,Low,2,1,8,A,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Dlow,Low,2,1,8,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,9,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,9,B,0.4,226,314.14,0,0,0,,314.14,,
Dlow,Low,2,1,10,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,10,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,1,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,1,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,2,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,2,B,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Dlow,Low,2,1,3,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,3,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,4,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dlow,Low,2,1,4,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,5,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,5,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,2,1,6,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,6,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,2,1,7,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dlow,Low,2,1,7,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dlow,Low,2,1,8,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,8,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,9,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dlow,Low,2,1,9,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,10,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dlow,Low,2,1,10,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dlow,Low,2,1,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,1,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,2,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,2,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,3,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,3,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,2,1,4,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,2,1,4,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,2,1,5,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,2,1,5,B,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Dlow,Low,2,1,6,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dlow,Low,2,1,6,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dlow,Low,2,1,7,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dlow,Low,2,1,7,B,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dlow,Low,2,1,8,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dlow,Low,2,1,8,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dlow,Low,2,1,9,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,2,1,9,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,2,1,10,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,2,1,10,B,0.2,113,157.07,0,0,0,,157.07,total:,8795.92
Dlow,Low,3,1,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,1,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,2,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,2,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,3,A,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Dlow,Low,3,1,3,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dlow,Low,3,1,4,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,4,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dlow,Low,3,1,5,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dlow,Low,3,1,5,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,3,1,6,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dlow,Low,3,1,6,B,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dlow,Low,3,1,7,A,0.1,56.5,78.535,0.4,226,836.2,,78.535,,
Dlow,Low,3,1,7,B,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Dlow,Low,3,1,8,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,8,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,9,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,3,1,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,10,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,10,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dlow,Low,3,1,2,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,2,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,3,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,3,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dlow,Low,3,1,4,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,3,1,4,B,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,3,1,5,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dlow,Low,3,1,5,B,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Dlow,Low,3,1,6,A,0.1,56.5,78.535,0.4,226,836.2,,78.535,,
Dlow,Low,3,1,6,B,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dlow,Low,3,1,7,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dlow,Low,3,1,7,B,0.4,226,314.14,0.2,113,418.1,,314.14,,
Dlow,Low,3,1,8,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,3,1,8,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dlow,Low,3,1,9,A,0.2,113,157.07,0,0,0,,157.07,,
Dlow,Low,3,1,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dlow,Low,3,1,10,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dlow,Low,3,1,10,B,0.1,56.5,78.535,0,0,0,,78.535,total:,5065.5075
Dmed,Med,1,1,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,1,1,1,B,0,0,0,0,0,0,,0,,
Dmed,Med,1,1,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,1,1,2,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,1,1,3,A,0,0,0,0,0,0,,0,,
Dmed,Med,1,1,3,B,0,0,0,0,0,0,,0,,
Dmed,Med,1,1,4,A,0,0,0,0,0,0,,0,,
Dmed,Med,1,1,4,B,0,0,0,0,0,0,,0,,
Dmed,Med,1,1,5,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dmed,Med,1,1,5,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,1,1,6,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,1,1,6,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dmed,Med,1,1,7,A,0.1,56.5,78.535,0.3,169.5,627.15,,78.535,,
Dmed,Med,1,1,7,B,0.1,56.5,78.535,0.2,113,418.1,,78.535,,
Dmed,Med,1,1,8,A,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,1,1,8,B,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,1,1,9,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,1,1,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,1,1,10,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,1,1,10,B,0,0,0,0,0,0,,0,,
Dmed,Med,1,1,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,1,1,1,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,1,1,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,1,1,2,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,1,1,3,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,1,1,3,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,1,1,4,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,1,1,4,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,1,1,5,A,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dmed,Med,1,1,5,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,1,1,6,A,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dmed,Med,1,1,6,B,0.25,141.25,196.3375,0.3,169.5,627.15,,196.3375,,
Dmed,Med,1,1,7,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,1,1,7,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,1,1,8,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dmed,Med,1,1,8,B,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Dmed,Med,1,1,9,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dmed,Med,1,1,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,1,1,10,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,1,1,10,B,0.05,28.25,39.2675,0,0,0,,39.2675,total:,3612.61
Dmed,Med,2,1,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,2,1,1,B,0,0,0,0,0,0,,0,,
Dmed,Med,2,1,2,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dmed,Med,2,1,2,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,2,1,3,A,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,2,1,3,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,2,1,4,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dmed,Med,2,1,4,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dmed,Med,2,1,5,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Dmed,Med,2,1,5,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dmed,Med,2,1,6,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Dmed,Med,2,1,6,B,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Dmed,Med,2,1,7,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Dmed,Med,2,1,7,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dmed,Med,2,1,8,A,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Dmed,Med,2,1,8,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,2,1,9,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dmed,Med,2,1,9,B,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dmed,Med,2,1,10,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dmed,Med,2,1,10,B,0,0,0,0,0,0,,0,,
Dmed,Med,2,1,1,A,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,2,1,1,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,2,1,2,A,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,2,1,2,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dmed,Med,2,1,3,A,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,2,1,3,B,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Dmed,Med,2,1,4,A,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dmed,Med,2,1,4,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,2,1,5,A,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dmed,Med,2,1,5,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dmed,Med,2,1,6,A,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dmed,Med,2,1,6,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,2,1,7,A,0.25,141.25,196.3375,0.4,226,836.2,,196.3375,,
Dmed,Med,2,1,7,B,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dmed,Med,2,1,8,A,0.25,141.25,196.3375,0.3,169.5,627.15,,196.3375,,
Dmed,Med,2,1,8,B,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dmed,Med,2,1,9,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dmed,Med,2,1,9,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dmed,Med,2,1,10,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dmed,Med,2,1,10,B,0.1,56.5,78.535,0,0,0,,78.535,total:,5890.125
Dmed,Med,3,1,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,3,1,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,3,1,2,A,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,3,1,2,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,3,1,3,A,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,3,1,3,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dmed,Med,3,1,4,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Dmed,Med,3,1,4,B,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Dmed,Med,3,1,5,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dmed,Med,3,1,5,B,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Dmed,Med,3,1,6,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Dmed,Med,3,1,6,B,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dmed,Med,3,1,7,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,3,1,7,B,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dmed,Med,3,1,8,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,3,1,8,B,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,3,1,9,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,3,1,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,3,1,10,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,3,1,10,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dmed,Med,3,1,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dmed,Med,3,1,1,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,3,1,2,A,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,3,1,2,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dmed,Med,3,1,3,A,0.2,113,157.07,0,0,0,,157.07,,
Dmed,Med,3,1,3,B,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Dmed,Med,3,1,4,A,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dmed,Med,3,1,4,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,3,1,5,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,3,1,5,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,3,1,6,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Dmed,Med,3,1,6,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,3,1,7,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Dmed,Med,3,1,7,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dmed,Med,3,1,8,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dmed,Med,3,1,8,B,0.4,226,314.14,0.4,226,836.2,,314.14,,
Dmed,Med,3,1,9,A,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Dmed,Med,3,1,9,B,0.4,226,314.14,0,0,0,,314.14,,
Dmed,Med,3,1,10,A,0.4,226,314.14,0,0,0,,314.14,,
Dmed,Med,3,1,10,B,0.2,113,157.07,0,0,0,,157.07,total:,5811.59
Dhigh,High,1,1,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,2,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,3,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,3,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,4,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,4,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,5,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dhigh,High,1,1,5,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dhigh,High,1,1,6,A,0.05,28.25,39.2675,0.2,113,418.1,,39.2675,,
Dhigh,High,1,1,6,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,7,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,7,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,8,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,8,B,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,1,1,9,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,1,1,9,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,10,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dhigh,High,1,1,10,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,2,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,3,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,3,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,4,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,4,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,5,A,0.1,56.5,78.535,0.2,113,418.1,,78.535,,
Dhigh,High,1,1,5,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dhigh,High,1,1,6,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dhigh,High,1,1,6,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dhigh,High,1,1,7,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dhigh,High,1,1,7,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dhigh,High,1,1,8,A,0.1,56.5,78.535,0.3,169.5,627.15,,78.535,,
Dhigh,High,1,1,8,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dhigh,High,1,1,9,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,1,1,9,B,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,1,1,10,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,1,1,10,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,2,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,3,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,3,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,4,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,4,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,1,1,5,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dhigh,High,1,1,5,B,0.1,56.5,78.535,0.4,226,836.2,,78.535,,
Dhigh,High,1,1,6,A,0.1,56.5,78.535,0.3,169.5,627.15,,78.535,,
Dhigh,High,1,1,6,B,0.1,56.5,78.535,0.2,113,418.1,,78.535,,
Dhigh,High,1,1,7,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dhigh,High,1,1,7,B,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Dhigh,High,1,1,8,A,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dhigh,High,1,1,8,B,0.1,56.5,78.535,0.2,113,418.1,,78.535,,
Dhigh,High,1,1,9,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,1,1,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
